id,datatime,temperature,ph,od,ce,tds,s,opr,position
0,2020-07-31 10:02:49.576253-04,17.062,6.997000000000001,0.0,139.4,75,0.0,1020.0,"{'lat': -25.3080784, 'lon': -57.3089882, 'alt': 0.007, 'yaw': 1.268268346786499}"
1,2020-07-31 10:03:01.434884-04,17.062,6.996,0.0,139.8,75,0.0,1020.0,"{'lat': -25.3079363, 'lon': -57.309062, 'alt': 0.027, 'yaw': 1.292271375656128}"
2,2020-07-31 10:03:13.389064-04,17.062,6.997000000000001,0.0,139.4,75,0.0,1020.0,"{'lat': -25.3077949, 'lon': -57.3091294, 'alt': 0.0, 'yaw': 1.332841396331787}"
3,2020-07-31 10:03:25.302225-04,17.062,6.994,0.0,140.0,75,0.0,1020.0,"{'lat': -25.3076496, 'lon': -57.3091906, 'alt': 0.021, 'yaw': 1.301130771636963}"
4,2020-07-31 10:03:37.206686-04,17.125,6.997999999999999,0.0,140.6,75,0.0,1020.0,"{'lat': -25.3075126, 'lon': -57.3092379, 'alt': 0.007, 'yaw': 1.2761367559432983}"
5,2020-07-31 10:03:49.132832-04,17.125,6.997999999999999,0.0,137.4,74,0.0,1020.0,"{'lat': -25.3073487, 'lon': -57.3092779, 'alt': -0.009, 'yaw': 1.2294104099273682}"
6,2020-07-31 10:04:01.042308-04,17.062,6.997000000000001,0.0,137.7,74,0.0,1020.0,"{'lat': -25.3071899, 'lon': -57.3093343, 'alt': -0.025, 'yaw': 1.225642204284668}"
7,2020-07-31 10:04:12.959451-04,17.062,6.997999999999999,0.0,139.7,75,0.0,1020.0,"{'lat': -25.307028, 'lon': -57.3093909, 'alt': 0.002, 'yaw': 1.2299742698669434}"
8,2020-07-31 10:13:06.030413-04,17.5,6.996,0.0,145.5,78,0.0,1020.0,"{'lat': -25.3006786, 'lon': -57.3109259, 'alt': 0.0, 'yaw': 1.0713086128234863}"
9,2020-07-31 10:13:17.951187-04,17.5,7.0,0.0,145.8,78,0.0,1020.0,"{'lat': -25.3005373, 'lon': -57.3109948, 'alt': -0.004, 'yaw': 1.1354007720947266}"
10,2020-07-31 10:13:29.882551-04,17.5,6.999,0.0,145.6,78,0.0,1020.0,"{'lat': -25.3003832, 'lon': -57.3110784, 'alt': 0.02, 'yaw': 1.2190192937850952}"
11,2020-07-31 10:13:41.79661-04,17.5,7.0,0.0,144.4,77,0.0,1020.0,"{'lat': -25.3002643, 'lon': -57.3111271, 'alt': 0.011, 'yaw': 1.2387728691101074}"
12,2020-07-31 10:13:53.716025-04,17.437,7.001,0.0,144.9,78,0.0,1020.0,"{'lat': -25.3001741, 'lon': -57.3111679, 'alt': -0.015, 'yaw': 1.2370091676712036}"
13,2020-07-31 10:14:05.619372-04,17.437,7.0,0.0,143.5,77,0.0,1020.0,"{'lat': -25.3000903, 'lon': -57.3112034, 'alt': 0.036, 'yaw': 1.246267557144165}"
14,2020-07-31 10:14:17.579921-04,17.312,7.0,0.0,142.8,77,0.0,1020.0,"{'lat': -25.3000096, 'lon': -57.311225, 'alt': 0.003, 'yaw': 1.2930984497070312}"
15,2020-07-31 10:14:41.407694-04,17.25,6.999,0.0,142.9,77,0.0,1020.0,"{'lat': -25.2998655, 'lon': -57.311243, 'alt': -0.013, 'yaw': 1.3260931968688965}"
16,2020-07-31 10:14:53.314945-04,17.25,7.001,0.0,142.3,76,0.0,1020.0,"{'lat': -25.299787, 'lon': -57.3112701, 'alt': -0.011, 'yaw': 1.2142555713653564}"
17,2020-07-31 10:15:05.255321-04,17.187,6.999,0.0,141.8,76,0.0,1020.0,"{'lat': -25.2997187, 'lon': -57.3113168, 'alt': -0.037, 'yaw': 1.1206353902816772}"
18,2020-07-31 10:15:17.157727-04,17.187,6.999,0.0,142.4,76,0.0,1020.0,"{'lat': -25.2996572, 'lon': -57.3113551, 'alt': 0.02, 'yaw': 1.112554669380188}"
19,2020-07-31 10:15:29.076017-04,17.187,7.0,0.0,143.4,77,0.0,1020.0,"{'lat': -25.2995856, 'lon': -57.3113996, 'alt': 0.046, 'yaw': 1.1028858423233032}"
20,2020-07-31 10:15:41.060066-04,17.187,7.001,0.0,139.6,75,0.0,1020.0,"{'lat': -25.2995138, 'lon': -57.3114343, 'alt': -0.005, 'yaw': 1.204606056213379}"
21,2020-07-31 10:15:52.998877-04,17.187,6.997999999999999,0.0,142.7,77,0.0,1020.0,"{'lat': -25.2994517, 'lon': -57.3114666, 'alt': -0.004, 'yaw': 1.1596063375473022}"
22,2020-07-31 10:16:04.925105-04,17.187,7.001,0.0,142.3,76,0.0,1020.0,"{'lat': -25.2993899, 'lon': -57.3114931, 'alt': 0.012, 'yaw': 1.0918207168579102}"
23,2020-07-31 10:16:16.842096-04,17.187,6.999,0.0,142.4,76,0.0,1020.0,"{'lat': -25.2993147, 'lon': -57.3115249, 'alt': 0.022, 'yaw': 1.1145355701446533}"
24,2020-07-31 10:16:29.249181-04,17.125,6.997999999999999,0.0,142.6,77,0.0,1020.0,"{'lat': -25.2992427, 'lon': -57.3115594, 'alt': 0.01, 'yaw': 1.0802202224731445}"
25,2020-07-31 10:16:40.690017-04,17.125,6.997000000000001,0.0,142.1,76,0.0,1020.0,"{'lat': -25.2991792, 'lon': -57.3115939, 'alt': 0.016, 'yaw': 1.0855631828308105}"
26,2020-07-31 10:16:52.607639-04,17.125,6.997999999999999,0.0,142.4,76,0.0,1020.0,"{'lat': -25.2991171, 'lon': -57.3116356, 'alt': 0.005, 'yaw': 1.0581486225128174}"
27,2020-07-31 10:17:04.562573-04,17.125,6.999,0.0,142.7,77,0.0,1020.0,"{'lat': -25.2990551, 'lon': -57.3116927, 'alt': 0.022, 'yaw': 0.946561336517334}"
28,2020-07-31 10:17:16.440478-04,17.187,6.997000000000001,0.0,143.2,77,0.0,1020.0,"{'lat': -25.2990002, 'lon': -57.3117588, 'alt': -0.021, 'yaw': 0.8200393319129944}"
29,2020-07-31 10:17:28.36228-04,17.125,7.0,0.0,142.8,77,0.0,1020.0,"{'lat': -25.2989616, 'lon': -57.3118297, 'alt': 0.0, 'yaw': 0.7256401181221008}"
30,2020-07-31 10:17:40.301595-04,17.187,6.999,0.0,142.8,77,0.0,1020.0,"{'lat': -25.2989097, 'lon': -57.3119013, 'alt': 0.0, 'yaw': 0.7323138117790222}"
31,2020-07-31 10:17:52.217653-04,17.187,6.997000000000001,0.0,142.8,77,0.0,1020.0,"{'lat': -25.2988509, 'lon': -57.3119684, 'alt': -0.004, 'yaw': 0.8008267879486084}"
32,2020-07-31 10:18:04.128807-04,17.187,6.997999999999999,0.0,142.9,77,0.0,1020.0,"{'lat': -25.2987946, 'lon': -57.3120423, 'alt': -0.002, 'yaw': 0.7979474067687988}"
33,2020-07-31 10:18:16.045888-04,17.125,6.999,0.0,0.0,0,0.0,1020.0,"{'lat': -25.2987333, 'lon': -57.3121511, 'alt': 0.002, 'yaw': 0.11344092339277267}"
34,2020-07-31 10:18:28.010644-04,17.125,6.999,0.0,142.9,77,0.0,1020.0,"{'lat': -25.2986874, 'lon': -57.3122969, 'alt': -0.022, 'yaw': 0.08699724078178406}"
35,2020-07-31 10:18:39.888904-04,17.125,6.999,0.0,0.0,0,0.0,1020.0,"{'lat': -25.2986832, 'lon': -57.3124548, 'alt': 0.0, 'yaw': -0.16321735084056854}"
36,2020-07-31 10:18:51.820145-04,17.125,6.999,0.0,137.8,74,0.0,1020.0,"{'lat': -25.2987265, 'lon': -57.3126037, 'alt': 0.017, 'yaw': -0.11692775785923004}"
37,2020-07-31 10:19:03.77266-04,17.125,6.997000000000001,0.0,141.6,76,0.0,1020.0,"{'lat': -25.2987808, 'lon': -57.3127662, 'alt': 0.002, 'yaw': 0.04331495612859726}"
38,2020-07-31 10:19:15.701086-04,17.125,6.997999999999999,0.0,142.1,76,0.0,1020.0,"{'lat': -25.2988165, 'lon': -57.3129326, 'alt': 0.016, 'yaw': 0.14329932630062103}"
39,2020-07-31 10:19:27.567599-04,17.062,6.997999999999999,0.0,141.6,76,0.0,1020.0,"{'lat': -25.2988561, 'lon': -57.3130825, 'alt': 0.024, 'yaw': 0.12839193642139435}"
40,2020-07-31 10:19:39.518024-04,17.062,6.997000000000001,0.0,140.7,76,0.0,1020.0,"{'lat': -25.2988853, 'lon': -57.3132542, 'alt': -0.003, 'yaw': 0.04962148889899254}"
41,2020-07-31 10:19:51.421789-04,17.0,6.996,0.0,140.2,75,0.0,1020.0,"{'lat': -25.2989144, 'lon': -57.3134189, 'alt': 0.02, 'yaw': 0.1152602881193161}"
42,2020-07-31 10:20:03.350814-04,16.937,6.997999999999999,0.0,140.3,75,0.0,1020.0,"{'lat': -25.2989609, 'lon': -57.3135853, 'alt': 0.024, 'yaw': 0.17356659471988678}"
43,2020-07-31 10:20:15.270625-04,16.937,6.996,0.0,140.2,75,0.0,1020.0,"{'lat': -25.299011, 'lon': -57.3137401, 'alt': -0.032, 'yaw': 0.10958773642778397}"
44,2020-07-31 10:20:27.188233-04,16.937,6.997999999999999,0.0,140.0,75,0.0,1020.0,"{'lat': -25.2990585, 'lon': -57.3139104, 'alt': 0.005, 'yaw': 0.1079167053103447}"
45,2020-07-31 10:20:39.109039-04,16.937,6.997999999999999,0.0,140.6,75,0.0,1020.0,"{'lat': -25.29909, 'lon': -57.3140649, 'alt': -0.011, 'yaw': 0.09589848667383194}"
46,2020-07-31 10:20:51.023888-04,16.937,6.997000000000001,0.0,140.5,75,0.0,1020.0,"{'lat': -25.2991246, 'lon': -57.3142316, 'alt': 0.027, 'yaw': 0.13526660203933716}"
47,2020-07-31 10:21:02.939118-04,16.937,6.999,0.0,99.51,53,0.0,1020.0,"{'lat': -25.2991623, 'lon': -57.3143829, 'alt': 0.02, 'yaw': -0.022191492840647697}"
48,2020-07-31 10:21:14.889512-04,16.937,6.997999999999999,0.0,141.0,76,0.0,1020.0,"{'lat': -25.299191, 'lon': -57.3145439, 'alt': 0.016, 'yaw': 0.042637113481760025}"
49,2020-07-31 10:21:26.782475-04,16.937,6.997999999999999,0.0,139.5,75,0.0,1020.0,"{'lat': -25.2992196, 'lon': -57.3147204, 'alt': 0.009, 'yaw': -0.07248183339834213}"
50,2020-07-31 10:21:38.700894-04,16.937,6.997000000000001,0.0,139.7,75,0.0,1020.0,"{'lat': -25.299253, 'lon': -57.3149005, 'alt': -0.002, 'yaw': -0.06692052632570267}"
51,2020-07-31 10:21:50.735646-04,16.875,6.997999999999999,0.0,0.0,0,0.0,1020.0,"{'lat': -25.2992895, 'lon': -57.3150639, 'alt': 0.013, 'yaw': -0.13296306133270264}"
52,2020-07-31 10:22:02.535907-04,16.812,6.996,0.0,138.6,74,0.0,1020.0,"{'lat': -25.2993223, 'lon': -57.3152185, 'alt': 0.002, 'yaw': -0.07560558617115021}"
53,2020-07-31 10:22:14.459886-04,16.812,6.996,0.0,138.5,74,0.0,1020.0,"{'lat': -25.2993432, 'lon': -57.3154071, 'alt': 0.0, 'yaw': -0.0791943296790123}"
54,2020-07-31 10:22:26.405724-04,16.75,6.995,0.0,138.5,74,0.0,1020.0,"{'lat': -25.2993638, 'lon': -57.3155819, 'alt': 0.009, 'yaw': -0.09697546809911728}"
55,2020-07-31 10:22:38.303947-04,16.75,6.996,0.0,134.7,72,0.0,1020.0,"{'lat': -25.2993885, 'lon': -57.31574, 'alt': -0.005, 'yaw': -0.12447307258844376}"
56,2020-07-31 10:22:50.240556-04,16.687,6.997999999999999,0.0,0.0,0,0.0,1020.0,"{'lat': -25.299406, 'lon': -57.3159079, 'alt': 0.037, 'yaw': -0.2320205718278885}"
57,2020-07-31 10:23:02.173441-04,16.687,6.997000000000001,0.0,137.2,74,0.0,1020.0,"{'lat': -25.2994319, 'lon': -57.3160611, 'alt': -0.036, 'yaw': -0.239812433719635}"
58,2020-07-31 10:23:14.07421-04,16.687,6.995,0.0,137.9,74,0.0,1020.0,"{'lat': -25.2994599, 'lon': -57.3162159, 'alt': -0.009, 'yaw': 0.14012983441352844}"
59,2020-07-31 10:23:26.009301-04,16.687,6.992999999999999,0.0,138.2,74,0.0,1020.0,"{'lat': -25.2994749, 'lon': -57.3163757, 'alt': 0.028, 'yaw': 0.13264954090118408}"
60,2020-07-31 10:23:37.986519-04,16.625,6.995,0.0,137.9,74,0.0,1020.0,"{'lat': -25.2994909, 'lon': -57.3165406, 'alt': -0.028, 'yaw': -0.09068098664283752}"
61,2020-07-31 10:23:49.827873-04,16.687,6.995,0.0,138.5,74,0.0,1020.0,"{'lat': -25.2995129, 'lon': -57.3167027, 'alt': -0.02, 'yaw': -0.21752361953258514}"
62,2020-07-31 10:24:01.782713-04,16.625,6.997000000000001,0.0,137.9,74,0.0,1020.0,"{'lat': -25.2995479, 'lon': -57.3168689, 'alt': -0.048, 'yaw': -0.04214018955826759}"
63,2020-07-31 10:24:13.676581-04,16.625,6.997000000000001,0.0,136.2,73,0.0,1020.0,"{'lat': -25.2995798, 'lon': -57.3170282, 'alt': 0.017, 'yaw': 0.0033672035206109285}"
64,2020-07-31 10:24:25.583421-04,16.625,6.997000000000001,0.0,138.1,74,0.0,1020.0,"{'lat': -25.2995945, 'lon': -57.317193, 'alt': 0.019, 'yaw': 0.35374659299850464}"
65,2020-07-31 10:24:37.519368-04,16.625,6.999,0.0,137.8,74,0.0,1020.0,"{'lat': -25.2995799, 'lon': -57.3173349, 'alt': -0.001, 'yaw': 0.11628354340791702}"
66,2020-07-31 10:24:49.431844-04,16.625,6.997999999999999,0.0,136.9,73,0.0,1020.0,"{'lat': -25.2995786, 'lon': -57.3174981, 'alt': 0.02, 'yaw': 0.02223392389714718}"
67,2020-07-31 10:25:01.355487-04,16.625,6.999,0.0,137.7,74,0.0,1020.0,"{'lat': -25.2995776, 'lon': -57.3176658, 'alt': -0.008, 'yaw': -0.06802734732627869}"
68,2020-07-31 10:25:13.29981-04,16.562,6.997000000000001,0.0,137.6,74,0.0,1020.0,"{'lat': -25.2995848, 'lon': -57.3178324, 'alt': 0.006, 'yaw': -0.15238109230995178}"
69,2020-07-31 10:25:25.896175-04,16.562,6.997000000000001,0.0,136.6,73,0.0,1020.0,"{'lat': -25.2996079, 'lon': -57.3180172, 'alt': 0.004, 'yaw': -0.19375382363796234}"
70,2020-07-31 10:25:37.126422-04,16.562,6.997999999999999,0.0,134.5,72,0.0,1020.0,"{'lat': -25.2996365, 'lon': -57.3181762, 'alt': -0.024, 'yaw': -0.190797820687294}"
71,2020-07-31 10:25:49.050055-04,16.562,6.997000000000001,0.0,137.2,74,0.0,1020.0,"{'lat': -25.2996721, 'lon': -57.3183317, 'alt': -0.018, 'yaw': -0.047740451991558075}"
72,2020-07-31 10:26:00.959115-04,16.562,6.997000000000001,0.0,137.1,74,0.0,1020.0,"{'lat': -25.2997024, 'lon': -57.3184763, 'alt': 0.017, 'yaw': 0.09563235938549042}"
73,2020-07-31 10:26:12.897037-04,16.562,6.997000000000001,0.0,137.6,74,0.0,1020.0,"{'lat': -25.2997378, 'lon': -57.3186518, 'alt': 0.016, 'yaw': 0.19280675053596497}"
74,2020-07-31 10:26:24.800053-04,16.5,6.997000000000001,0.0,136.8,73,0.0,1020.0,"{'lat': -25.2997737, 'lon': -57.3188114, 'alt': -0.03, 'yaw': 0.21559517085552216}"
75,2020-07-31 10:26:36.717995-04,16.5,6.997999999999999,0.0,137.1,74,0.0,1020.0,"{'lat': -25.2997894, 'lon': -57.3189676, 'alt': -0.041, 'yaw': 0.284523069858551}"
76,2020-07-31 10:26:48.64194-04,16.5,6.997999999999999,0.0,136.2,73,0.0,1020.0,"{'lat': -25.2997783, 'lon': -57.3191374, 'alt': 0.024, 'yaw': 0.26358315348625183}"
77,2020-07-31 10:27:00.553204-04,16.437,6.996,0.0,135.8,73,0.0,1020.0,"{'lat': -25.2997586, 'lon': -57.3193089, 'alt': 0.009, 'yaw': 0.23821990191936493}"
78,2020-07-31 10:27:12.482154-04,16.375,6.997999999999999,0.0,135.8,73,0.0,1020.0,"{'lat': -25.2997348, 'lon': -57.3194466, 'alt': 0.007, 'yaw': 0.19572442770004272}"
79,2020-07-31 10:27:24.412424-04,16.312,6.996,0.0,135.1,72,0.0,1020.0,"{'lat': -25.299729, 'lon': -57.3195957, 'alt': 0.0, 'yaw': -0.0024046222679316998}"
80,2020-07-31 10:27:36.327211-04,16.312,6.997000000000001,0.0,135.9,73,0.0,1020.0,"{'lat': -25.2997361, 'lon': -57.3197495, 'alt': 0.011, 'yaw': -0.09719579666852951}"
81,2020-07-31 10:27:48.269314-04,16.25,6.997999999999999,0.0,135.4,73,0.0,1020.0,"{'lat': -25.2997595, 'lon': -57.3199135, 'alt': -0.008, 'yaw': 0.15851201117038727}"
82,2020-07-31 10:28:00.176334-04,16.25,6.999,0.0,134.8,72,0.0,1020.0,"{'lat': -25.299769, 'lon': -57.3200742, 'alt': 0.038, 'yaw': 0.34844231605529785}"
83,2020-07-31 10:28:12.102031-04,16.25,6.997000000000001,0.0,135.1,72,0.0,1020.0,"{'lat': -25.2997519, 'lon': -57.3202329, 'alt': 0.029, 'yaw': 0.4546949863433838}"
84,2020-07-31 10:28:24.018717-04,16.25,6.997999999999999,0.0,134.3,72,0.0,1020.0,"{'lat': -25.2997354, 'lon': -57.3203789, 'alt': -0.019, 'yaw': 0.4382708668708801}"
85,2020-07-31 10:28:35.923967-04,16.25,6.999,0.0,134.5,72,0.0,1020.0,"{'lat': -25.2997272, 'lon': -57.3205222, 'alt': -0.012, 'yaw': 0.45280590653419495}"
86,2020-07-31 10:28:47.847056-04,16.187,6.997000000000001,0.0,134.8,72,0.0,1020.0,"{'lat': -25.2996895, 'lon': -57.3206751, 'alt': -0.01, 'yaw': 0.5493115782737732}"
87,2020-07-31 10:29:00.181603-04,16.187,6.997999999999999,0.0,134.3,72,0.0,1020.0,"{'lat': -25.2996367, 'lon': -57.3208252, 'alt': 0.027, 'yaw': 0.5644463896751404}"
88,2020-07-31 10:29:11.782638-04,16.187,6.997999999999999,0.0,125.6,67,0.0,1020.0,"{'lat': -25.2995847, 'lon': -57.320957, 'alt': -0.018, 'yaw': 0.28430241346359253}"
89,2020-07-31 10:29:23.685259-04,16.125,6.997000000000001,0.0,131.1,70,0.0,1020.0,"{'lat': -25.2995391, 'lon': -57.3211186, 'alt': 0.056, 'yaw': 0.2526555061340332}"
90,2020-07-31 10:29:35.614335-04,16.125,6.996,0.0,132.4,71,0.0,1020.0,"{'lat': -25.2995059, 'lon': -57.3212758, 'alt': -0.037, 'yaw': 0.16058596968650818}"
91,2020-07-31 10:29:47.51068-04,16.062,6.999,0.0,133.4,72,0.0,1020.0,"{'lat': -25.2994807, 'lon': -57.3214437, 'alt': 0.008, 'yaw': 0.24377906322479248}"
92,2020-07-31 10:29:59.449912-04,16.062,6.997999999999999,0.0,112.6,60,0.0,1020.0,"{'lat': -25.2994562, 'lon': -57.3216007, 'alt': 0.003, 'yaw': 0.26974546909332275}"
93,2020-07-31 10:30:11.375069-04,16.062,6.996,0.0,134.0,72,0.0,1020.0,"{'lat': -25.2994241, 'lon': -57.3217572, 'alt': 0.012, 'yaw': 0.38286343216896057}"
94,2020-07-31 10:30:23.287236-04,16.062,6.997000000000001,0.0,133.6,72,0.0,1020.0,"{'lat': -25.299378, 'lon': -57.3219091, 'alt': 0.013, 'yaw': 0.21129651367664337}"
95,2020-07-31 10:30:35.244561-04,16.062,6.997000000000001,0.0,133.8,72,0.0,1020.0,"{'lat': -25.29934, 'lon': -57.3220626, 'alt': 0.015, 'yaw': 0.25083988904953003}"
96,2020-07-31 10:30:47.149288-04,16.0,6.997000000000001,0.0,133.8,72,0.0,1020.0,"{'lat': -25.2992888, 'lon': -57.3222236, 'alt': -0.004, 'yaw': 0.27829092741012573}"
97,2020-07-31 10:30:59.059353-04,16.062,6.996,0.0,133.9,72,0.0,1020.0,"{'lat': -25.2992494, 'lon': -57.3223777, 'alt': 0.013, 'yaw': 0.4164056181907654}"
98,2020-07-31 10:31:10.97904-04,16.062,6.996,0.0,133.8,72,0.0,1020.0,"{'lat': -25.299196, 'lon': -57.3225293, 'alt': 0.006, 'yaw': 0.3687957525253296}"
99,2020-07-31 10:31:22.888344-04,16.062,6.996,0.0,127.8,69,0.0,1020.0,"{'lat': -25.2991432, 'lon': -57.3226766, 'alt': 0.021, 'yaw': 0.33034610748291016}"
100,2020-07-31 10:31:34.823702-04,16.062,6.997000000000001,0.0,134.1,72,0.0,1020.0,"{'lat': -25.2990914, 'lon': -57.3228306, 'alt': 0.0, 'yaw': 0.2975776791572571}"
101,2020-07-31 10:31:46.728048-04,16.0,6.996,0.0,133.4,72,0.0,1020.0,"{'lat': -25.2990507, 'lon': -57.3229867, 'alt': 0.0, 'yaw': 0.27012553811073303}"
102,2020-07-31 10:31:58.640752-04,15.937000000000001,6.996,0.0,133.1,71,0.0,1020.0,"{'lat': -25.2990138, 'lon': -57.3231502, 'alt': -0.007, 'yaw': 0.35013583302497864}"
103,2020-07-31 10:32:10.567929-04,15.937000000000001,6.997999999999999,0.0,133.7,72,0.0,1020.0,"{'lat': -25.298971, 'lon': -57.3233059, 'alt': -0.023, 'yaw': 0.3644222915172577}"
104,2020-07-31 10:32:22.487163-04,15.937000000000001,6.996,0.0,133.5,72,0.0,1020.0,"{'lat': -25.2989395, 'lon': -57.3234658, 'alt': 0.052, 'yaw': 0.41475123167037964}"
105,2020-07-31 10:32:34.440265-04,15.937000000000001,6.995,0.0,132.8,71,0.0,1020.0,"{'lat': -25.298891, 'lon': -57.3236139, 'alt': 0.004, 'yaw': 0.5530945062637329}"
106,2020-07-31 10:32:46.35501-04,15.875,6.996,0.0,133.6,72,0.0,1020.0,"{'lat': -25.2988329, 'lon': -57.3237553, 'alt': 0.026, 'yaw': 0.5771467685699463}"
107,2020-07-31 10:32:58.274754-04,15.875,6.996,0.0,133.0,71,0.0,1020.0,"{'lat': -25.298774, 'lon': -57.3238926, 'alt': -0.008, 'yaw': 0.4680218994617462}"
108,2020-07-31 10:33:10.21735-04,15.875,6.996,0.0,134.4,72,0.0,1020.0,"{'lat': -25.2987155, 'lon': -57.3240414, 'alt': 0.017, 'yaw': 0.5040810704231262}"
109,2020-07-31 10:33:22.829385-04,15.875,6.996,0.0,134.2,72,0.0,1020.0,"{'lat': -25.2986423, 'lon': -57.3242028, 'alt': -0.009, 'yaw': 0.5449262261390686}"
110,2020-07-31 10:33:34.039906-04,15.875,6.996,0.0,18.13,9,0.0,1020.0,"{'lat': -25.2985696, 'lon': -57.3243265, 'alt': 0.008, 'yaw': 0.6077560186386108}"
111,2020-07-31 10:33:45.940387-04,16.187,6.997999999999999,0.0,10.84,5,0.0,1020.0,"{'lat': -25.2984867, 'lon': -57.3244587, 'alt': -0.003, 'yaw': 0.5417860150337219}"
112,2020-07-31 10:33:57.897846-04,16.687,6.997000000000001,0.0,4.62,2,0.0,1020.0,"{'lat': -25.2984081, 'lon': -57.324579, 'alt': -0.016, 'yaw': 0.7490682005882263}"
113,2020-07-31 10:34:09.785743-04,17.0,6.997000000000001,0.0,0.0,0,0.0,1020.0,"{'lat': -25.2983234, 'lon': -57.3247004, 'alt': -0.005, 'yaw': 0.7311559915542603}"
114,2020-07-31 10:34:22.411275-04,17.375,6.995,0.0,135.8,73,0.0,1020.0,"{'lat': -25.2982206, 'lon': -57.3248257, 'alt': 0.024, 'yaw': 0.7453539967536926}"
115,2020-07-31 10:34:33.634091-04,16.687,6.997000000000001,0.0,135.1,73,0.0,1020.0,"{'lat': -25.2981215, 'lon': -57.3249228, 'alt': -0.007, 'yaw': 0.7716783881187439}"
116,2020-07-31 10:34:45.543633-04,16.312,6.997000000000001,0.0,135.3,73,0.0,1020.0,"{'lat': -25.2980165, 'lon': -57.325019, 'alt': -0.01, 'yaw': 0.7563077211380005}"
117,2020-07-31 10:34:57.461153-04,16.125,6.997000000000001,0.0,136.0,73,0.0,1020.0,"{'lat': -25.2979072, 'lon': -57.325117, 'alt': 0.003, 'yaw': 0.7698378562927246}"
118,2020-07-31 10:35:09.404443-04,16.125,6.997000000000001,0.0,136.3,73,0.0,1020.0,"{'lat': -25.2978025, 'lon': -57.3252129, 'alt': -0.005, 'yaw': 1.033605933189392}"
